地区,店舗名,リンク,最寄り駅,距離,予算,席数,個室,キーワード,コメント数,コメント
赤坂,中国茶房8 赤坂店,https://www.hotpepper.jp/strJ000636921/,東京メトロ丸の内線・銀座線赤坂見附駅,1,3000,200,なし,北京ダック専門店,2,北京ダックと格安中華を是非 会社の送別会でこのお店を使わせていただきました。赤坂見附の駅から少しだけ歩いたビルの地下一階ちょっと見落としてしまいそうなお店ですが中は、すごい。7名で行きましたが北京ダックは、安いのにみ…つづきを読む 格安北京ダック 赤坂にあるわりに手ごろに北京ダックが食べられるお店。大皿の料理は1000円前後とお安く、小さな点心があったりと色々安く食べたい人にはおすすめ。北京ダックは３～４人前ぶんくらいがでて…つづきを読む
赤坂,炭火七輪ホルモン焼肉MUGEN,https://www.hotpepper.jp/strJ001169619/,赤坂見附駅,3,5000,35,なし,赤坂見附/焼肉/韓国料理/ホルモン/飲み放題,0,
赤坂,個室会席 北大路 赤坂茶寮,https://www.hotpepper.jp/strJ000731800/,東京メトロ 銀座線・丸ノ内線【赤坂見附駅,1,7000,240,あり,全席完全個室で、最上級の和のおもてなしを,1,『個室会席 北大路 赤坂茶寮』でランチを食しました！ このお店、最高っすね！雰囲気、サービス、そして、お料理！最高です！今回、食したのは、この２つ！（あっ、１人で食べたのではなく、１人１つずつ食べましたから。ご安心を！）■大名椀御膳：…つづきを読む
赤坂,旬のおばんざいとおでん 和力まんだらや 赤坂店,https://www.hotpepper.jp/strJ001169919/,赤坂駅,7,3000,21,なし,おでんとおばんざい！赤坂の隠れ家居酒屋,0,
赤坂,三間堂 赤坂店,https://www.hotpepper.jp/strJ000000055/,赤坂見附駅,1,4000,150,あり,赤坂  個室 和食 居酒屋 接待 飲み放題,2,駅に近い場所でこういうお店はありがたい 赤坂見附の近くにあって、今まで何回もお店の前を通ったりしていましたが、特に行く理由が見つからないままになっていたお店。完全個室で飲み会をやる必要になったので検索して使わせて頂くことになりました。…つづきを読む 飲んだ後の締めはそば！ 普通の居酒屋メニューもしっかりありながら、締めに食べるそばも手をぬいていません。おすすめはダッタンそばです。普通のそばやさんでの夕食ではものたりない人にお勧めです！値段も比較的リーズナブルだと思います…つづきを読む
赤坂,Grill&Dining Bar Mandala マンダラ赤坂店,https://www.hotpepper.jp/strJ000023395/,地下鉄千代田線赤坂駅,1,4000,100,あり,赤坂 個室 居酒屋 女子会 二次会 歓送迎会,2,非日常空間 広い店内は落ち着いた感じで居心地よかったです。友人とシシカバブやチキンのカレーなどシェアしましたがとても美味しかったです。スパイシーな味付けが食欲をそそりました。店員さんも親しみやすさがあってゴ…つづきを読む ネパール料理 初めて目にするネパール料理ばかりでドキドキでしたが、どのお料理も美味しくて初ネパール料理に大満足です！特にモモというネパールの蒸し餃子がとても美味しくて気に入りました！あと、カレーも種類がたく…つづきを読む
赤坂,赤坂 しゃぶ玄,https://www.hotpepper.jp/strJ000119539/,赤坂見附駅,1,6000,27,なし,創業1973年のしゃぶしゃぶ専門店/しゃぶ玄,0,
赤坂,三彩居 （さんさいきょ） 赤坂みすじ通り店,https://www.hotpepper.jp/strJ000690061/,地下鉄赤坂駅,2,3000,70,なし,赤坂駅すぐ！中華屋台創作料理☆バイキング,3,とにかく安い 数回行ったお店です。料理はメニューによりますがほとんど失敗がないです。飲み放題ですが飲み物の提供は早いです。お店の人のキャラが濃すぎるのですが楽しめれば良い空間です。 台湾屋台料理 先日、家族と親戚４人で食事で寄らせて貰いました。場所は赤坂駅から徒歩数分でわかりやすいです。台湾料理と中国四川料理も楽しめるお店でした。黒酢豚、車エビのチリソース、白身魚の甘酢あんかけが特…つづきを読む 台湾風屋台料理＋中華料理 会社から近いし、中華が大好きだから、ランチで「中華食べよう」となったら行くお店。味も結構おいしいし、中華料理といっても台湾屋台の味も楽しめる台湾風の中華料理の店。台湾風のいろいろなラーメンチャーハ…つづきを読む
赤坂,チーズタッカルビ×全席個室居酒屋 だんだん 赤坂見附店,https://www.hotpepper.jp/strJ000972718/,赤坂見附駅,3,999,120,あり,完全個室完備 歓送迎会はいおり～IORI～へ,2,雰囲気の良い個室 とってもオシャレな雰囲気なのでよくデートに利用します。お刺身がとても美味しくておすすめです。デザートも沢山あり、女性にはうれしいです。 大人数でも楽しめました！ 会社の飲み会で利用させていただきました。九州を味わうコースを予約しました！女性社員の参加が多かったので、鍋は「コラーゲンたっぷりネギ豚しゃぶしゃぶ」にしました。馬刺しや生春巻きもたべられ、飲み放…つづきを読む
赤坂,四川重慶鍋料理 火鍋屋 赤坂店,https://www.hotpepper.jp/strJ000003394/,地下鉄千代田線赤坂駅,1,4000,70,なし,火鍋全種＆四川料理★全部食べ放題のお店,0,
赤坂,【11/20 OPEN】個室居酒屋 酒蔵季 TOKI 赤坂見附店,https://www.hotpepper.jp/strJ001185708/,地下鉄丸ノ内線/銀座線 赤坂見附駅,5,3000,130,あり,個室居酒屋 飲み放題コース有,0,
赤坂,赤坂 Chemins シュマン,https://www.hotpepper.jp/strJ000613300/,千代田線 赤坂駅,3,12000,28,なし,フランス料理 赤坂 Chemins シュマン,0,
赤坂,猿兵衛 赤坂店,https://www.hotpepper.jp/strJ001134766/,地下鉄千代田線 赤坂駅,3,4000,34,あり,猿兵衛 赤坂 赤坂見附 炭火焼き 日本酒,0,
赤坂,ながずみ,https://www.hotpepper.jp/strJ000747618/,赤坂見附駅,1,15000,10,なし,日本料理 赤坂見附 隠れ家 赤坂見附駅,0,
赤坂,赤坂ながとも,https://www.hotpepper.jp/strJ001161944/,赤坂見附駅,2,0,48,あり,瀬戸内の旬な食材と季節のお酒を心ゆくまで,0,
赤坂,ピッツェリア酒場 popolato,https://www.hotpepper.jp/strJ000860674/,,3,4000,24,なし,イタリアン 歓送迎会 貸切 赤坂 赤坂見附,0,
赤坂,鳳,https://www.hotpepper.jp/strJ001028572/,赤坂駅,3,6000,32,なし,亭主こだわり、上質の焼鳥を赤坂で堪能。,0,
赤坂,九州郷土料理 赤坂有薫（あかさかゆうくん）,https://www.hotpepper.jp/strJ000006004/,地下鉄銀座線・丸ノ内線⇒赤坂見附駅,1,8000,85,あり,唸るほど美味しい料理を堪能できる老舗,0,
赤坂,ナポリス 赤坂一ツ木通り Napoli's PIZZA & CAFFE,https://www.hotpepper.jp/strJ001054151/,赤坂見附駅,2,2900,24,なし,窯焼ピザ バル 食べ放題 飲み放題,0,
赤坂,薬膳火鍋専門店 天香回味 赤坂別館,https://www.hotpepper.jp/strJ000802355/,地下鉄赤坂見附駅,4,7000,56,なし,中華と薬膳火鍋料理,0,
赤坂,大衆ビストロ Ari's,https://www.hotpepper.jp/strJ001185946/,赤坂駅,2,0,26,なし,料理家有坂シェフが手掛ける絶品料理◎,0,
赤坂,カラオケ パセラ 赤坂店,https://www.hotpepper.jp/strJ000745507/,,1,4200,172,あり,赤坂見附 溜池山王 個室 接待 カラオケ,4,最高です(^3^)/ お祝い準備☆Mステリアタイの為の事前TVセッティング☆鑑賞会の切替設定☆ハニトーのタイミング☆接客態度☆全てにおいてパセラ１です☆お気遣いに感謝(*≧∀≦*) 対応が神です。 オフィス街なので土日は意外に穴場です。ヲタ鑑賞会で素敵なボードまで作って頂いて6時間満喫しました。是非また利用したいです。 おいしかったですね こちらでいただいた、スモークサーモントラウトのカルパッチョはさっぱりした風味でおいしかったですね。お店ではカラオケを楽しめたのでよかったですね。おすすめです。 パーティー 曲数がかなり多いのが魅力です。ハニートーストなどのフードメニューも充実しており、パーティーなどにもいいと思います。
赤坂,赤坂 肉まつり 酒場 宗一  ,https://www.hotpepper.jp/strJ001162438/,千代田線赤坂駅,3,0,20,あり,赤坂/肉/個室/居酒屋/接待/焼肉/食べ放題,1,圧巻の食べ放題！ 職場の同僚とガッツリ肉を食べようと肉まつり酒場宗一さんに伺いました。焼肉食べ放題がオススメということなので注文しました。焼肉食べ放題でしたがどれも美味しく特にハラミうますぎました！また行きたいねー
赤坂,イタリアン酒場 メッサ,https://www.hotpepper.jp/strJ001044053/,東京メトロ銀座線丸ノ内線赤坂見附駅,2,4500,46,なし,赤坂 魚介とワインを味わうイタリアン酒場,0,
赤坂,香港海鮮バル 開花,https://www.hotpepper.jp/strJ001179313/,地下鉄銀座線 赤坂見附駅,3,0,110,あり,【完全個室】２Ｈ飲み放題２９８０円☆☆,0,
赤坂,酒菜家 ごぶごぶ ,https://www.hotpepper.jp/strJ001037189/,丸ノ内線・銀座線赤坂見附駅,1,4000,49,あり,赤坂見附駅徒歩１分 海鮮居酒屋 ごぶごぶ,0,
赤坂,串の坊 東急プラザ赤坂店,https://www.hotpepper.jp/strJ000115817/,地下鉄丸ノ内線赤坂見附駅,1,5000,32,なし,【老舗】串揚げ・串カツ・ふらゐ専門店,2,30年ぶりに訪問 迎賓館に用事がある序でに予約。こちらに伺うのは実に30年ぶりでしたが、美化された味の記憶を裏切ることなく大変 美味しく素晴らしい時間を堪能させて頂きました。また伺うと思いますのでよろしくお願いします…つづきを読む 落ち着いたお店で贅沢ランチタイム とても雰囲気のあるお店でした。大人の雰囲気でしたので子供もおとなしくしてました。串カツがランチにいただけましたので美味しくて楽しめましたよ。食べやすくて子供も満足していました。また来ますね。
赤坂,逸品料理 赤坂 ひさ野,https://www.hotpepper.jp/strJ001109587/,千代田線 赤坂駅,2,15000,34,あり,和・洋・中 無国籍料理を堪能/赤坂 駅チカ,0,
赤坂,赤坂 あじる亭 CALIFORNIA,https://www.hotpepper.jp/strJ001110331/,地下鉄千代田線 赤坂駅,3,0,30,あり,カルフォルニア料理＆アメリカワイン専門店,0,
赤坂,SARAY サライ 赤坂店,https://www.hotpepper.jp/strJ000990051/,地下鉄丸ノ内線赤坂見附駅,3,4000,50,なし,デート・誕生日・女子会・貸切パーティー,0,
赤坂,焼鳥屋 いやま 赤坂,https://www.hotpepper.jp/strJ000248704/,地下鉄赤坂駅,2,5000,28,なし,隠れ家焼き鳥ダイニング,0,
赤坂,過門香 赤坂溜池山王店,https://www.hotpepper.jp/strJ000001606/,地下鉄銀座線・南北線の溜池山王駅,1,5000,208,あり,【ＴＶで紹介★】中国大陸を味わう劇場,4,めちゃくちゃ辛い麻婆豆腐。そして混んでいるランチ。 昔、お店の前を通りかかって、なんのお店だろう・・・と思ってましたが、中華だったみたいです。建物がすごくきれい。溜池山王の12番出口からすぐのところにあります。スタバの反対側。口コミ…つづきを読む これが本場に近い味か！なんと辛いことか！ ここは、中国料理です。本場に近い味が楽しめると聞き、職場の同僚とランチに行きました。麻婆豆腐にしました。おかゆがセットでついてきました。ここのおかゆのうまいこと。感激です。麻婆豆腐をこんどは口にします…つづきを読む ご飯が美味しい 職場のビルが近くだったので、数回ランチで使用しました。中華料理店としては、かなり綺麗で広々したお店です。値段はやや高めでしょうか。リッチな気分を味わえるお店です。料理は、コース…つづきを読む いつも混んでます。 会社勤めのときにランチに時々行ってました。お勧めは、マーボー豆腐だったと思うけど、美味しいし、いつもランチのときは混んでいて待たされます。店内もおしゃれで中華料理屋とは思えない雰囲気です。…つづきを読む
赤坂,梅丘寿司の美登利 赤坂店,https://www.hotpepper.jp/strJ000773059/,千代田線赤坂駅,1,2500,52,なし,いつでも大行列ができる人気寿司屋◎,0,
赤坂, 観世水 本店・別庵,https://www.hotpepper.jp/strJ000000267/,地下鉄赤坂見附駅,3,6800,58,あり,地酒と挽きたて手打ち蕎麦割烹,0,
赤坂,ふじとはち 赤坂店,https://www.hotpepper.jp/strJ001010542/,地下鉄千代田線赤坂駅,1,4000,80,あり,忘年会・新年会 ご予約承り中♪,0,
赤坂,オリジナル洋風鍋  マルミット ,https://www.hotpepper.jp/strJ001133700/,千代田線赤坂駅,1,5000,40,あり,オリジナル洋風鍋 マルミット,1,おしゃれな鍋 テレビなどで見かけて、おしゃれな変わった鍋があるということで友人といきました。おしゃれですが温かみのある店内で、洋風なお鍋をたのしめます。テレビではデートにオススメといってましたが、確かに女子が好きそ…つづきを読む
赤坂,天下の焼鳥 信長 赤坂店,https://www.hotpepper.jp/strJ001043897/,地下鉄 赤坂見附駅,3,2500,50,あり,本格備長炭焼鳥,0,
赤坂,赤坂見附 個室 和食ビストロ 日本酒にするか、ワインにするか,https://www.hotpepper.jp/strJ001117647/,赤坂見附駅,0,0,80,あり,赤坂見附徒歩30秒!カラオケ付ダイニング,12,美味でした。 ワインや日本酒が豊富でした！！豊富すぎて迷うほどでした（笑）もちろん料理も美味しくて大満足でした！！個室のお店なのでゆっくりと食事とお酒を楽しむことができ、良い時間を過ごすことができました。ま…つづきを読む おしゃれな個室居酒屋 合コンで利用しました女性はすごい喜んでくれてその日は大成功でしたお店のお陰というのが大きかったと思います利用はしませんでしたが、カラオケもついていました部屋は完全個室があり、周りの目を気にしま…つづきを読む なんだその店名は！　笑 なんだそのタイトルはという店名につられて入りました。でもワインも日本酒も好きなのでちょうどいいお店でした！生がきをつまみに日本酒を頂くもよし、パテをつまみに赤ワインを頂くもよし。それぞれにあっ…つづきを読む 確かに悩みます。ワインか日本酒か。 このお店はフロアレイアウトにこっているのか、どの場所でもゆったりできます。掘りごたつがあるのもいいですね。魚も新鮮そのもので、生でも、焼きでも、どちらもいけます。ワインか日本酒、どっちにするか。個人的…つづきを読む 牡蠣とワイン 土日は日本酒とワインが半額ということで、家族で行ってみました。完全個室な上、カラオケ完備は良いですね。牡蠣がオススメと言うことで、国産生牡蠣やカキフライ、アヒージョ等を注文しましたが、新鮮で、美味…つづきを読む さっぱりめ とてもユニークな名前のお店でありますが、内装はとてもシンプルできれいでとても居心地の良い空間です。よく買い物の後に利用しますが、さっぱりした品物が多いのでヘルシーに食事とお酒を楽しみたい時にはうっ…つづきを読む 個室でくつろぎながらたのしむ 和食ビストロ日本酒にするか、ワインにするかでは全席個室になっているのでゆったりとしながら楽しむことができるのでおすすめです。カラオケもついているのでとっても盛り上がります。飲み放題付のコースもあるので…つづきを読む カキ こちらのお店はたくさんのカキを仕入れており、カキ好きの友達と伺いました。その日に仕入れたオススメのカキがあるので、店員さんに聞くのがおすすめです。また、店名のとおり、日本酒もワインも種類豊富です。料理…つづきを読む とてもきれいなお店 友人誕生日で行ってきました。完全個室の部屋に通されとてもきれいで清潔感があるお店です。場所によっては、景色が眺められるムードが出る席もありました。料理は海の幸やお肉を使ったものが多く、特に初めて食べ…つづきを読む 落ち着いた空間 完全個室であり、落ち着いた大人の空間でのんびり食事が出来ました。食事も食材に凝っていて他では味わえない料理がたくさんあってとても気に入りました。日本酒とワインのメニューが豊富で、色々な種類が楽しめます…つづきを読む 牡蠣 全室個室ということでプライバシーは完全に守られていてグッド。カラオケも完備していてうれしい設備。日本酒にするか、ワインにするか。インパクトのある店名で、ワインはグラスワインよりボトルを頼んだ方がお…つづきを読む 個室 個室でまったりと食べたり飲んだりしたい人にはちょうどよさそうなお店となっています。落ち着いて仲間通しで楽しい時間を過ごすことができるでしょう。料理もとてもおいしいものになっていて満足することができます…つづきを読む
赤坂,三佐和,https://www.hotpepper.jp/strJ000102986/,東京メトロ丸ノ内線、銀座線赤坂見附駅,1,10000,17,なし,気取らない老舗。伝統の味が生きた鍋・割烹,0,
赤坂,【12/1 OPEN】和処 おぎそ亭,https://www.hotpepper.jp/strJ001185958/,東京メトロ銀座線/丸ノ内線、赤坂見附駅,4,3500,30,なし,お洒落な店内は忘年会や新年会におすすめ！,0,
赤坂,赤坂 肴料理ちどり,https://www.hotpepper.jp/strJ001116476/,赤坂駅,5,5000,15,なし,都内で味わう石川美酒と新鮮加賀料理,0,
赤坂,魚民 赤坂見附駅前店,https://www.hotpepper.jp/strJ000988546/,赤坂見附駅,-1,2500,94,なし,[くつろぎの和空間][飲み放題・個室タイプ],1,安い！ 飲み放題＋8品（鍋付）で3000円と、まあなかなかな安さです。また、アクセスも見附前で良いです。値段の割に味もそれなりでした。おすすめです。
赤坂,ステーキくに 赤坂店,https://www.hotpepper.jp/strJ000638041/,地下鉄赤坂見附駅,1,4000,58,なし,気軽にワインと肉料理の極上マリアージュを,3,肉をがっつりくらいたいときはココ！ ランチ時は結構早い時間から混みあいます。今日は肉だ！！という日に、がっつり300ｇのステーキかハンバーグを食べに行っています。どちらも食べられる欲張りセットもあります。単品での注文か、ライスに…つづきを読む 2015年11月頃ランチの時間帯に行きました いきなりステーキって聞いたことがあると思います。こちらのステーキくにさんは、いきなりの本家なんです！ランチのワイルドステーキはさすが本家。肉質が違います。付け合わせのコーンも甘みがあり、がっつり…つづきを読む あこがれのディナーにいってきました ランチはよくいっていたのですが、先日夫婦でステーキを食べにいってきました。昼とは違って落ち着いた雰囲気で、デートや記念日にはちょうどいいです。もちろん、最上階のホテルでのディナーのように眺めを楽…つづきを読む
赤坂,NINJA AKASAKA,https://www.hotpepper.jp/strJ001176414/,銀座線・丸の内線 「赤坂見附」駅,3,9000,157,あり,NINJAエンターテイメントレストラン,0,
赤坂,小肥羊 赤坂店,https://www.hotpepper.jp/strJ000677637/,赤坂駅,2,4500,88,あり,中国最大級の火鍋専門店,2,満足満腹ヘルシー鍋 金曜の夜、突然ご飯食べるぞー、と思いついたのがこの店。店内広いので、予約がなくても入れました。火鍋は赤いスープ、白いスープ両方楽しめるのでそれだけでお得な感じですが、この店のコースはボリューム…つづきを読む 美味しく、手ごろ 花粉症の人やら風邪気味の人やら、みんなでお鍋が運ばれてくると、薬膳っぽい香りが立ち上りなんともいえない期待が発生明日は元気になれそうと、自然に思えるお鍋です15品のコースで…つづきを読む
赤坂,秘伝のにんにくダレ焼き鶏 塩つくね 博多水炊き てけてけ 赤坂見附店,https://www.hotpepper.jp/strJ001052313/,地下鉄銀座線 赤坂見附駅,1,2500,160,あり,赤坂 居酒屋 焼き鳥  個室 宴会,20,唐揚げのおいしさにやみつき 職場が赤坂見附にあったため、仕事終わりに会社の先輩後輩と良く利用していました。特にやみつき唐揚げは形も大きく、味が良く染み込んでいて、とても美味しかったので、何度も頼んでしまいました。次回、またお店を…つづきを読む お手頃価格 「てけてけ」の魅力は、なんといってもお財布に優しいところですね。お給料日前などは本当にありがたいです。お店の売りである焼き鳥は、お値段以上のおいしさです。こちらの赤坂見附のお店は男性客が多いですが、わ…つづきを読む 救世主 場所柄値段の高いお店もたくさんある地域ですがここは安心してたくさんお酒がいただけるのでとてもありがたい。特に生ビールは200円以下なので何倍飲んでも安心です。おつまみも定番の焼き鳥や絶品のつくね…つづきを読む つくねが美味しいよ！ 地下鉄銀座線・丸ノ内線の赤坂見附駅から徒歩1分の所にあり、仕事終わりによく食べに行ってます。ニンニクの醤油ダレで食べる「つくね」と、いつも〆に食べる「コラーゲンスープの鶏雑炊」は絶品ですよ。昼はランチ…つづきを読む 友人達と飲みに行きました。 先日、友人達と久しぶりに会ったので飲みに行きました。友人にススメられて行きました。お料理、ドリンクともにとても美味しかったです。お店の雰囲気はよかったです。平日のためかかなり空いていました。接客は素晴…つづきを読む とてもありがたい 活気ある店内楽しく、とてもお得にお酒が楽しめるお店です。とくに生ビールが１８０円なのがうれしくお財布を気にしなくて済むのがよい。鶏料理もおいしく、特につくねはジューシーでリーズナブルでとてもお気に…つづきを読む めちゃくちゃ安い こんな値段でいいのかと思うほど、全メニュー安くて驚きでした。３人で行って、満足に食べ、飲みましたが、ひとりあたり千円いきませんでした。安いけど、焼き鳥の味はかなり美味しかったです。ドリンクも他の…つづきを読む てけてけ 赤坂見附店 焼き鳥一本79円、生ビールが一杯180円ととてもリーズナブルな居酒屋さんです。焼き鳥は国産若鶏を使用しており、鮮度も抜群なので身がぷりぷりしていてとても美味しかったです。寒い時期にはてけてけ自慢の…つづきを読む ビールが安い。 駅から近いのでよりやすく飲むのに最適です。ビールが安いのでたくさん飲みたい時に利用することが多いです。串料理もリーズナブルで美味しくチーズ料理も種類があるので好きです。お店の雰囲気もそこまでガヤガ…つづきを読む 香ばしく焼き上げられた てけてけ赤坂見附店といえばにんにく醤油ダレで香ばしく焼き上げられたつくねや、旨味が凝縮されたもも鉄板焼き、コラーゲンたっぷりで旨味がぎっしりとつまった博多水炊きなどが看板メニューの居酒屋です。内装もし…つづきを読む 鶏肉がたくさん食べれます。 チェーン店で、よくお見かけする看板なのですが、行ったことがなく、友達と飲みに行ってきました。鶏肉料理がたくさんあり、串焼きから鶏そばまでとにかく鶏肉づくしで楽しめました。やみつき鶏唐揚げが、とにかくお…つづきを読む 仕事帰りに 友達と合流して安くて美味しい居酒屋に行こうということで、てけてけという居酒屋に行ってきました。ほんとに安くてポリュームあって美味しかったです。楽しくおしゃべりして、何品かは注文して飽きないくらいで…つづきを読む やっすーい！！ とにかく安くてびっくり！！！のお店です。ビールは、かなりお安く飲めます。安くても料理はしっかりしていて、美味しいです。熱々のままで出てくるのもポイントが高かったです。仲間うちで、気を使わない飲み会のと…つづきを読む 安くて美味しい 平日の夜に利用しました。職場の飲み会で利用したのですが、賑やかで居酒屋らしさがあり良い雰囲気でした。店員さんも愛想がよいです。焼き鳥や、他のおつまみも全て普通に美味しいです。値段の安さにはとても驚きま…つづきを読む コスパの良さがダントツ 友達と二人でいきましたが、店内はほぼ男性でにぎわっています。平日休日共ににぎやかなお店ですかね。有名な安価串焼きやさんなどがありますが、私はこちらの方が好きです！100円以下の串から揃えてあり…つづきを読む お手頃な値段でおいしい鶏肉を ０次会で同僚と利用しました。早い時間でしたが広い店内はすでに賑わっており、とても活気がありました。軽くつまむだけのつもりだったのですが、メニューにおいしそうなお料理が並んでいたのであれこれ頼んでしまい…つづきを読む 宴会利用に 地下のお店ですが、座席数も広く、宴会にはぴったりのお店でした。生が198円と、とてもリーズナブル！串ものが充実していて、今回は串の盛り合わせを頼みました。他のメニューも、価格が抑えられていて、と…つづきを読む 驚きの価格 場所がら高級なお店が立ち並ぶ赤坂でオアシスのようなリーズナブルでとても重宝するおみせです。料理やお酒、とくにビールの安さにびっくりしました。ビール党の私としては大助かりです。コスパ高いです。 安い 焼き鳥が食べたくて、近くのお店を調べて行きました。平日の夜でしたが、店内は仕事帰りのサラリーマンで賑わっていました。焼き鳥も飲み物も安くて良かったです。 鶏・鶏・鶏！ 鶏料理が自慢のお店とあって、メニューは鶏ばかり・・・にんにく醤油が自慢の焼き鳥、つくね、水炊きなど鶏好きにはたまらない、鶏づくしに浸れます。もっともっといろんなメニューが豊富にあってもいいかな、…つづきを読む
赤坂,一ツ木 竹林草,https://www.hotpepper.jp/strJ000119458/,赤坂見附駅,2,12000,25,なし,隠れ家割烹 日本食 和食,1,初すっぽん！ 「美味しいすっぽんを食べるならここ！」と連れて行ってもらいました。カウンター席でご主人の包丁さばきも楽しめます。生き血はワインで割ってあるので飲みやすいです。色さえ気にならなければ（笑）。…つづきを読む
赤坂,（赤坂 韓国料理）プロカンジャンケジャン,https://www.hotpepper.jp/strJ000796442/,赤坂駅,3,7000,62,あり,韓国発！本格カニ専門店が赤坂に上陸！,5,クセになるおいしさ！ 韓国で食べて以来ハマったカンジャンケジャン。本場韓国に比べるとお値段は割高ですが美味しさにはかないません。お行儀なんて気にせずかぶりついて吸い付いてます(^_^;)カニの甘み、タレとの相性は抜群…つづきを読む 本場韓国の味 有名人も足繁く通う韓国での有名店とのことで韓国好きの友人と訪問。初めてのカンジャンケジャンは甘辛で食べ出したらやめられない止まらない味でした！食べ進めていくと蟹味噌の濃厚な旨味が感じられて最高です。…つづきを読む もう一度食べたい、、 韓国旅行で食べたケジャンの味が忘れられず友人と2人でカニを食べに行きました。お店によってソースが違うようにも思いますがプロカンジャンケジャンさんのソースは日本人好みでとっても食べやすいですケジャ…つづきを読む 私は大好き！でも好みが…(;´д｀) 家族が遊びに来たので連れていきました。カンジャンケジャンは韓国で数回食べたことがあって大好きだったので自信をもって連れていきました。私は案の定美味しかった♪日本向けにしてあるのか生臭さも少なかったし…つづきを読む 絶品！カンジャンケジャン！！ テレビ番組で紹介されているのを見て、とっても美味しそうで、いてもたってもいられず、すぐに予約をして1人で行ってきました～。同じものが食べてみたかったんです！赤坂駅から少し歩いたところにあるので、…つづきを読む
赤坂,分店 なかむら食堂,https://www.hotpepper.jp/strJ000988133/,赤坂駅,8,5000,60,なし,季節の食材を楽しめる“みんなの食堂”,0,
赤坂,SMT Tokyo -エスエムティートウキョウ-,https://www.hotpepper.jp/strJ001171231/,東京メトロ千代田線赤坂駅,1,5000,110,なし,赤坂駅すぐ！モダンコリアンダイニング,0,
赤坂,大阪焼肉・ホルモン ふたご 赤坂店,https://www.hotpepper.jp/strJ001184898/,東京メトロ赤坂見附駅,3,5000,52,なし,厳選牛を量半分・値段半分でご提供！！,0,
赤坂,宴会 和食 居酒屋 語らい処「坐・和民」 赤坂見附駅前店,https://www.hotpepper.jp/strJ000119586/,赤坂見附駅,1,3000,190,あり,赤坂見附 居酒屋 飲み放題 3時間 宴会,1,打ち上げ 赤坂BLITZイベント後に友人と二人で予め予約して行ってきました。落ち着いた雰囲気(日曜だからかもしれませんが)で良かったです。特に店員の◯◯◯◯さんが可愛いので本当に最高でした。またゆっくり飲み…つづきを読む
赤坂,アフリカ料理 エコ ロロニョン（EKO lolonyon） 赤坂,https://www.hotpepper.jp/strJ001071925/,東京メトロ千代田線「赤坂駅,3,4000,35,なし,日本で唯一食べられる西アフリカトーゴ料理,0,
赤坂,完全個室居酒屋 江戸小町（えどこまち） 赤坂店,https://www.hotpepper.jp/strJ001127147/,◆個室のご予約はお早めに♪赤坂駅,3,3000,140,あり,飲み放題/完全個室/誕生日/記念日/女子会,5,満足ランチ 仕事仲間と行きました。お目当ては鶏ささみの天ぷらプレートなので迷わずお願いして暫し待ちです。店内は意外と広めでいい感じです。鶏ささみは天ぷらは揚げたてアツアツでいいお味です。甘辛いタレがか…つづきを読む 飲み放題が◎ 個室でゆっくりと頂く事が出来ます。仲間内で、周りを気にせず、飲食する事が出来て、良かったです。コース料理に飲み放題を付け、充分満足な会となりました。事前の問い合わせにも、丁寧に対応して下さり、安心して…つづきを読む 新鮮な魚介を使用 その日に仕入れた魚介のみを使っているという刺身が良かったです。新鮮で魚本来の旨味がありました。3点盛りと5点盛りがありましたが、5点盛りを注文しました。その他のメニューも種類が豊富で料理のバリエーショ…つづきを読む 送別会 送別会で利用しました。上司のオススメです。お料理、ドリンクともにとても美味しかったです。お店の雰囲気はよかったのですが週末だったせいかかなり賑やかでした。接客は素晴らしく店員さんが親切丁寧であ…つづきを読む 寒椿コース、3H飲放題！ 先輩のおすすめで行きました。寒椿コース7品　3H飲放題で3000円という安さです。お店もおしゃれで雰囲気も良く落ち着きます。ただ、金曜・土曜日・祝前日・繁忙期は2Hとなるようです。コースは3名から…つづきを読む
赤坂,レストラン大とし,https://www.hotpepper.jp/strJ001161874/,赤坂駅,5,0,15,あり,赤坂に佇むスタイリッシュな創作フレンチ,0,
赤坂,赤坂 本格中華 龍城,https://www.hotpepper.jp/strJ000989561/,■溜池山王駅,1,5000,106,あり,個室で楽しむ本格中華★大型宴会にも◎,2,2015年04月頃夕食の時間帯に行きました 会社の先輩の送迎会で利用しました。会社からも近く2時間食べ飲み放題で、4000以下とリーズナブル。しかも、料理の種類も多く、大皿でボリュームもあり、美味しかったです。又、伺いたいと思います。 ボリュームたっぷり 気軽に入れる中華料理のお店です。どの料理もボリュームがあるのでお腹一杯食べたい方にオススメです。特に春巻きや餃子が美味しかったです。
赤坂,薬膳火鍋専門店 天香回味 赤坂店,https://www.hotpepper.jp/strJ000010451/,地下鉄赤坂見附駅,4,5000,32,なし,薬膳鍋／点心料理,1,人気の薬膳火鍋をランチで 赤坂見附駅の近くにある薬膳火鍋専門店 天香回味に行ってきました。火鍋の超人気店です。夜に火鍋コースを食べて以来、味と効果にすっかりはまって、赤坂見附以外にも銀座・六本木のお店も良く行ってい…つづきを読む
赤坂,ニューカブト,https://www.hotpepper.jp/strJ001184419/,赤坂駅,3,2500,25,なし,赤坂駅徒歩３分アットホームなカラオケバー,0,
